ter;plot;label;ms;com;ind;sp;height;diameter;state;flower;;;;;
3;12;863;0;A;1;anthyllis;17;1,42;;;;;;;
3;12;864;0;D;1;dorycnium;23,3;2,05;;;;;;;
3;12;865;1;A;1;anthyllis;26,5;1,85;;;;;;;
3;12;866;1;D;1;dorycnium;33;2,57;;;;;;;
3;12;867;0;M;1;anthyllis;22;1,15;;;;;;;
3;12;868;1;M;1;dorycnium;37;2,74;;;;;;;
3;12;869;0;P;1;pistachia;19,8;2,14;1;;;;;;
3;12;870;0;A;1;anthyllis;19,2;2,16;;;;;;;
3;12;871;1;A;1;anthyllis;;;3;;;;;;
3;12;874;1;P;1;pistachia;17,2;2,94;;;;;;;
3;12;875;0;P;1;pistachia;26;3,73;1;;;;;;
3;12;876;1;P;1;pistachia;23;3,49;;;;;;;
3;12;877;0;P;1;pistachia;21,8;3,12;2;;;;;;
4;13;360;1;A;1;anthyllis;18,6;2,98;;;;;;;
4;13;361;0;A;1;anthyllis;12,7;1,76;;;;;;;
4;13;362;0;A;1;anthyllis;23;1,64;;1;;;;;
4;13;363;1;P;1;pistachia;20,2;2,76;;;;;;;
4;13;364;0;P;1;pistachia;18,8;4,22;;;;;;;
4;13;365;0;P;1;pistachia;34,2;2,92;;;;;;;
4;13;366;1;D;1;dorycnium;30,8;2,52;;;;;;;
4;13;367;0;D;1;dorycnium;25,6;2,83;;;;;;;
4;13;368;1;D;1;dorycnium;36,6;3;;;;;;;
4;13;369;1;A;1;anthyllis;35,5;2,5;;1;;;;;
4;13;370;1;A;1;anthyllis;29,2;4,52;;;;;;;
4;13;371;0;A;1;anthyllis;18,4;2,65;;;;;;;
4;13;372;0;A;1;anthyllis;36;2,46;;1;;;;;
4;13;373;1;M;1;anthyllis;33;2,31;;;;;;;
4;13;374;1;P;1;pistachia;38;3,73;;;;;;;
4;13;375;1;M;1;anthyllis;22,6;1,61;;;;;;;
4;13;376;0;M;1;anthyllis;14;1,78;;1;;;;;
4;13;378;0;M;1;pistachia;31,5;4,11;;;;;;;
4;13;383;0;P;1;pistachia;19,6;2,7;;;;;;;
4;13;386;1;M;1;dorycnium;30,4;3,11;;;;;;;
4;13;387;1;P;1;pistachia;12,2;3,58;;;;;;;
4;13;388;0;M;1;anthyllis;26,6;2,55;;1;;;;;
4;13;389;0;D;1;dorycnium;27,2;1,89;;;;;;;
4;13;998;1;M;1;pistachia;27,4;4,34;;;;;;;
4;13;390;1;D;1;dorycnium;32,2;4,55;;;;;;;
4;13;391;0;D;1;dorycnium;26,1;2,39;;;;;;;
4;13;392;0;A;1;anthyllis;17;1,44;;;;;;;
4;13;393;1;A;1;anthyllis;17,1;1,73;;;;;;;
4;13;394;1;P;1;pistachia;26,1;3,31;;;;;;;
4;13;395;0;P;1;pistachia;24;2,82;1;;;;;;
4;13;398;0;P;1;pistachia;24;4,7;2;;;;;;
4;13;399;0;D;1;dorycnium;27,6;2,35;;;;;;;
4;13;400;1;D;1;dorycnium;30,5;3,08;;;;;;;
4;13;960;0;D;1;dorycnium;31,2;2,02;;;;;;;
4;13;961;1;P;1;pistachia;27,4;3,08;;;;;;;
4;13;963;1;M;1;dorycnium;25,9;2,69;;;;;;;
4;13;967;0;P;1;pistachia;16;3,37;;;;;;;
4;13;968;1;P;1;pistachia;29,5;3,81;;;;;;;2 pistachia proches
4;13;969;0;M;1;pistachia;24,3;4,74;1;;;;;;
4;13;970;0;P;1;pistachia;20,3;2,77;2;;;;;;
4;13;971;1;M;1;anthyllis;47,1;3,14;;;;;;;
4;13;972;0;M;1;anthyllis;17,3;2,45;;1;;;;;
4;13;975;1;A;1;anthyllis;26,2;2,29;;1;;;;;
4;13;976;0;A;1;anthyllis;29,5;2,69;;;;;;;
4;13;977;0;D;1;dorycnium;28;3,65;;;;;;;
4;13;978;1;M;1;dorycnium;32,3;2,74;;;;;;;
4;13;979;0;M;1;anthyllis;26,5;3,72;;1;;;;;
4;13;980;0;M;1;anthyllis;15,2;2,42;;;;;;;
4;13;981;1;A;1;anthyllis;18,4;2,17;;;;;;;
4;13;982;0;A;1;anthyllis;20,4;1,79;;;;;;;
4;13;983;0;M;1;dorycnium;26,7;1,89;;;;;;;
4;13;984;1;M;1;pistachia;23,9;3,6;;;;;;;
4;13;985;1;D;1;dorycnium;30,4;4,69;;;;;;;
4;13;986;1;A;1;anthyllis;20,2;2,64;;;;;;;
4;13;987;0;A;1;anthyllis;22;1,56;;;;;;;
4;13;988;0;A;1;anthyllis;16,7;2,77;;;;;;;
4;13;989;1;M;1;dorycnium;;;3;;;;;;
4;13;990;1;A;1;anthyllis;40,8;2,35;;1;;;;;
4;13;991;1;D;1;dorycnium;32,5;1,83;;;;;;;
4;13;993;0;D;1;dorycnium;9,5;1,68;2;;;;;;
4;13;994;1;D;1;dorycnium;28,7;2,71;;;;;;;
4;13;995;1;P;1;pistachia;29;3,64;1;;;;;;
4;13;996;0;D;1;dorycnium;30,5;2,39;;;;;;;
4;13;997;1;D;1;dorycnium;22,5;1,68;;;;;;;
4;14;281;0;A;1;anthyllis;13,4;2,34;;1;;;;;
4;14;282;1;A;1;anthyllis;32,2;2,24;;;;;;;
4;14;283;1;A;1;anthyllis;15,2;1,31;;;;;;;
4;14;284;0;A;1;anthyllis;23,5;2,66;;;;;;;
4;14;285;1;A;1;anthyllis;19,5;2,26;;;;;;;
4;14;288;0;M;1;pistachia;24;4,22;1;;;;;;
4;14;289;1;M;1;pistachia;28,1;4,29;;;;;;;
4;14;291;0;M;1;anthyllis;19,4;2,26;;;;;;;
4;14;292;1;M;1;anthyllis;26,5;2,15;;;;;;;
4;14;293;0;D;1;dorycnium;26;3,3;;;;;;;
4;14;294;1;D;1;dorycnium;30,5;3,54;;;;;;;
4;14;296;0;D;1;dorycnium;31,3;2,2;;;;;;;
4;14;297;1;D;1;dorycnium;28,6;2,96;;;;;;;
4;14;300;1;D;1;dorycnium;22;3,4;;;;;;;
4;14;301;0;D;1;dorycnium;27;3,15;;;;;;;
4;14;302;0;A;1;anthyllis;;;3;;;;;;
4;14;303;1;P;1;pistachia;21,5;3,86;2;;;;;;
4;14;304;0;P;1;pistachia;26,2;4,76;2;;;;;;un peu cut
4;14;308;1;D;1;dorycnium;26,3;2,52;;;;;;;
4;14;309;0;D;1;dorycnium;26,6;3,43;;;;;;;
4;14;310;0;A;1;anthyllis;30,5;2,16;;;;;;;
4;14;311;0;A;1;anthyllis;27,9;1,82;;;;;;;
4;14;312;0;D;1;dorycnium;30,8;1,74;;;;;;;
4;14;313;0;P;1;pistachia;28,6;3,34;2;;;;;;
4;14;314;1;D;1;dorycnium;33;3,31;;;;;;;
4;14;315;1;P;1;pistachia;21;3,87;1;;;;;;
4;14;316;1;M;1;anthyllis;17,3;2,88;;1;;;;;
4;14;317;0;M;1;anthyllis;19,1;1,96;;;;;;;
4;14;318;1;M;1;dorycnium;33,5;4,56;;;;;;;
4;14;319;0;M;1;dorycnium;28,7;2,38;;;;;;;
4;14;320;0;M;1;dorycnium;24,1;1,99;;;;;;;
4;14;321;1;M;1;dorycnium;26;2,05;;;;;;;
4;14;325;0;M;1;dorycnium;27,5;2,13;;;;;;;
4;14;326;1;M;1;pistachia;24,4;3,32;1;;;;;;
4;14;327;1;P;1;pistachia;12,5;2,77;;;;;;;
4;14;328;0;P;1;pistachia;28;2,5;2;;;;;;
4;14;330;0;A;1;anthyllis;16,7;2,56;;;;;;;
4;14;331;1;A;1;anthyllis;19,1;1,49;;;;;;;
4;14;332;0;P;1;pistachia;28,8;4,71;1;;;;;;
4;14;334;1;P;1;pistachia;30,4;3,87;2;;;;;;
4;14;335;0;A;1;anthyllis;27,6;3,29;;1;;;;;
4;14;336;1;A;1;anthyllis;21;2,12;;;;;;;
4;14;337;0;A;1;anthyllis;19,1;1,52;;;;;;;
4;14;338;1;A;1;anthyllis;26;3,14;;;;;;;
4;14;339;0;D;1;dorycnium;7,1;1,23;2;;;;;;
4;14;340;1;D;1;dorycnium;30;2,65;;;;;;;
4;14;341;0;D;1;dorycnium;30,5;3,31;;;;;;;
4;14;342;1;D;1;dorycnium;21,4;2,6;;;;;;;
4;14;344;0;M;1;anthyllis;18,1;1,21;1;;;;;;
4;14;345;1;M;1;anthyllis;19,9;1,91;;;;;;;
4;14;346;0;D;1;dorycnium;34,9;3,08;;;;;;;
4;14;347;0;A;1;anthyllis;19;2,12;;;;;;;
4;14;348;1;D;1;dorycnium;25;2,54;;;;;;;
4;14;349;1;A;1;anthyllis;14,8;0,99;;;;;;;
4;14;350;1;P;1;pistachia;24,2;4,51;;;;;;;
4;14;351;0;P;1;pistachia;22,6;2,25;1;;;;;;
4;14;352;1;P;1;pistachia;13,6;2,5;;;;;;;
4;14;353;0;P;1;pistachia;22,2;3,15;;;;;;;
4;14;354;1;M;1;pistachia;26,7;3,16;;;;;;;
4;14;355;0;M;1;dorycnium;21;2,71;;;;;;;
4;14;356;0;P;1;pistachia;29,1;4,69;1;;;;;;
4;14;357;1;P;1;pistachia;27,8;3,66;;;;;;;
4;14;358;1;A;1;anthyllis;17;1,05;;;;;;;
4;14;359;0;A;1;anthyllis;;;3;;;;;;
4;15;1452;0;D;1;dorycnium;29;3,7;;;;;;;
4;15;1453;1;D;1;dorycnium;28,6;2,41;;;;;;;
4;15;1455;0;D;1;dorycnium;33,2;3,33;;;;;;;
4;15;1457;0;D;1;dorycnium;26,6;4,37;;;;;;;
4;15;1458;1;D;1;dorycnium;27,3;3,2;;;;;;;
4;15;1459;0;D;1;dorycnium;25,2;2,41;;;;;;;
4;15;1460;0;M;1;dorycnium;37;2,75;;;;;;;
4;15;1462;1;M;1;pistachia;19;2,84;;;;;;;
4;15;1463;1;P;1;pistachia;24,8;4,05;;;;;;;
4;15;1464;0;P;1;pistachia;26,7;3,81;;;;;;;
4;15;1465;1;D;1;dorycnium;26,2;3,09;;;;;;;
4;15;1466;0;P;1;pistachia;27;2,81;1;;;;;;
4;15;1467;1;P;1;pistachia;30,7;3,58;;;;;;;
4;15;1468;0;M;1;dorycnium;26,2;1,57;;;;;;;
4;15;1469;0;M;1;anthyllis;16;2,02;;;;;;;
4;15;1470;1;M;1;dorycnium;25,5;3,7;;;;;;;
4;15;1471;0;P;1;pistachia;26,5;3,71;2;;;;;;
4;15;1472;1;P;1;pistachia;27,9;3,71;;;;;;;
4;15;1473;1;P;1;pistachia;26,5;4,01;;;;;;;
4;15;1474;0;P;1;pistachia;26;2,03;;;;;;;
4;15;1475;1;M;1;dorycnium;32,5;4,37;;;;;;;
4;15;1476;1;M;1;dorycnium;30,1;3,26;;;;;;;
4;15;1477;1;A;1;anthyllis;19,8;2,13;;;;;;;
4;15;1478;0;A;1;anthyllis;22,1;1,68;;;;;;;
4;15;1479;1;A;1;anthyllis;22,9;3,07;;;;;;;
4;15;1480;0;A;1;anthyllis;17,5;1,77;;;;;;;
4;15;1481;1;P;1;pistachia;29;3,18;2;;;;;;
4;15;1482;0;P;1;pistachia;22,5;4,08;;;;;;;
4;15;1483;0;D;1;dorycnium;28,7;2,8;;;;;;;
4;15;1484;1;D;1;dorycnium;33,5;2,83;;;;;;;
4;15;1485;0;D;1;dorycnium;29,1;2,68;;;;;;;
4;15;1486;1;D;1;dorycnium;29,6;2,8;;;;;;;
4;15;1488;0;M;1;pistachia;7,2;2,29;2;;;;;;
4;15;1490;0;P;1;pistachia;17,1;3,86;;;;;;;
4;15;1491;1;A;1;anthyllis;21,5;2,2;;;;;;;
4;15;1492;0;A;1;anthyllis;30;2,66;;;;;;;
4;15;1495;1;A;1;anthyllis;20,6;2,54;;;;;;;
4;15;1496;0;A;1;anthyllis;31;3,01;;1;;;;;
4;15;1497;1;M;1;anthyllis;20,1;2,43;;;;;;;
4;15;1498;0;M;1;dorycnium;23,3;4,44;;;;;;;
4;15;1499;0;A;1;anthyllis;;;3;;;;;;
4;15;1500;1;A;1;anthyllis;22,4;1,92;;;;;;;
4;15;1501;0;P;1;pistachia;34,6;4,45;1;;;;;;
4;15;1503;1;P;1;pistachia;27;3,54;;;;;;;
4;15;1504;0;P;1;pistachia;29,6;3,3;;;;;;;
4;15;1505;1;D;1;dorycnium;23,4;1,94;;;;;;;
4;15;1506;0;D;1;dorycnium;27,8;2,74;;;;;;;
4;15;1507;0;M;1;dorycnium;25,5;3,29;;;;;;;
4;15;1508;1;M;1;pistachia;25,5;4,24;;;;;;;
4;15;1509;0;M;1;pistachia;13;2,95;;;;;;;
4;15;1510;1;M;1;dorycnium;27,7;2,67;;;;;;;
4;15;1512;1;D;1;dorycnium;30,2;2,68;;;;;;;
4;15;1513;0;D;1;dorycnium;29,5;2,98;;;;;;;
4;15;1515;0;A;1;anthyllis;25,1;2,24;;1;;;;;
4;15;1516;1;A;1;anthyllis;;;3;;;;;;
4;15;1523;1;A;1;anthyllis;13,2;1,69;;;;;;;
4;15;1524;0;A;1;anthyllis;24;1,74;;;;;;;
4;15;1526;1;A;1;anthyllis;19,1;2,7;;;;;;;
4;15;1527;0;A;1;anthyllis;17,2;2,36;;;;;;;
4;15;1528;0;M;1;anthyllis;18,5;2,39;;;;;;;
4;15;1529;1;M;1;dorycnium;29,4;3,46;;;;;;;
4;15;1530;1;P;1;pistachia;23,3;3,69;;;;;;;
4;15;1531;1;D;1;dorycnium;35,2;4,28;;;;;;;
2;5;561;0;M;2;anthyllis;16;1,85;;;;;;;
2;5;562;1;M;2;anthyllis;18;1,49;;;;;;;
2;5;563;1;A;2;anthyllis;7,5;1,16;;;;;;;
2;5;564;1;D;2;dorycnium;29,5;2,96;;;;;;;
2;5;565;0;A;2;anthyllis;31;1,88;;;;;;;
2;5;566;1;D;2;dorycnium;25;2,4;;;;;;;
2;5;567;1;M;2;;26,2;2,58;;;;;;;
2;5;568;0;D;2;dorycnium;25,8;2,94;;;;;;;
2;5;569;0;M;2;dorycnium;26,8;1,64;;;;;;;
2;5;570;0;P;2;pistachia;20,3;3,65;2;;;;;;
2;5;571;1;P;2;pistachia;26,1;3,53;;;;;;;
2;5;578;0;P;2;pistachia;15;2,66;;;;;;;
2;5;579;0;M;2;anthyllis;22;2,45;;;;;;;
2;5;580;1;M;2;anthyllis;26;3,07;;;;;;;
2;5;581;1;P;2;pistachia;25,5;3,42;;;;;;;
2;5;582;0;D;2;dorycnium;30;3,07;;;;;;;
2;5;583;1;M;2;anthyllis;36;3,14;;1;;;;;
2;5;584;1;D;2;dorycnium;31;3,7;;;;;;;
2;5;585;1;P;2;pistachia;29,5;5,9;;;;;;;
2;5;586;1;A;2;anthyllis;15,9;3,17;;;;;;;
2;5;587;0;A;2;anthyllis;12;2,2;;;;;;;
2;5;588;1;M;2;dorycnium;25;2,21;;;;;;;
2;5;589;0;M;2;pistachia;22,2;2,58;2;;;;;;
2;5;590;0;P;2;pistachia;29,3;3,24;2;;;;;;
2;5;591;0;P;2;pistachia;26,5;4,44;1;;;;;;
2;5;592;0;P;2;pistachia;30,6;4,4;;;;;;;
2;5;593;0;D;2;dorycnium;28,8;2,36;;;;;;;
2;5;594;1;A;2;anthyllis;22,5;2,73;;1;;;;;
2;5;595;0;A;2;anthyllis;29,3;2,97;;;;;;;
2;5;596;1;M;2;anthyllis;22,9;2,72;;1;;;;;
2;5;597;0;M;2;dorycnium;29,5;3,81;;;;;;;
2;5;598;1;P;2;pistachia;27,3;3,3;2;;;;;;
2;5;599;0;P;2;pistachia;27,9;3,99;2;;;;;;
2;5;600;1;A;2;anthyllis;30;2,16;;;;;;;
2;5;601;0;P;2;pistachia;19,1;2,77;1;;;;;;
2;5;602;1;P;2;pistachia;21,2;3,6;;;;;;;
2;5;603;0;A;2;anthyllis;6,5;1,95;2;;;;;;
2;5;607;0;D;2;dorycnium;27,8;2,2;;;;;;;
2;5;611;0;D;2;dorycnium;18,3;2,08;;;;;;;
2;5;612;1;D;2;dorycnium;31;2,87;;;;;;;
2;5;613;1;A;2;anthyllis;16,4;1,95;;;;;;;
2;5;615;0;A;2;anthyllis;43,8;2,57;;1;;;;;
2;5;617;0;D;2;dorycnium;29;2,4;;;;;;;
2;5;618;1;D;2;dorycnium;31,5;2,83;;;;;;;
2;5;619;0;M;2;pistachia;13,4;3,15;1;;;;;;
2;5;620;1;M;2;dorycnium;21,2;1,64;;;;;;;
2;5;622;0;M;2;anthyllis;21,1;2,31;;;;;;;
2;5;623;1;M;2;anthyllis;19,6;3,46;;;;;;;
2;5;624;0;A;2;anthyllis;31,4;2,16;;1;;;;;
2;5;625;1;A;2;anthyllis;22,3;2,87;;;;;;;
2;5;626;1;P;2;pistachia;25;4,57;1;;;;;;
2;5;627;0;P;2;pistachia;25,4;5,03;2;;;;;;
2;5;628;0;D;2;dorycnium;34,6;2,9;;;;;;;
2;5;629;1;D;2;dorycnium;25;3,7;;;;;;;
2;5;630;1;D;2;dorycnium;27,4;2,01;;;;;;;
2;5;631;0;D;2;dorycnium;27,6;2,93;;;;;;;
2;5;632;1;A;2;anthyllis;18,6;2,66;;;;;;;
2;5;633;0;A;2;anthyllis;21,5;3,2;;;;;;;
2;5;634;0;A;2;anthyllis;19,5;2,62;;;;;;;
2;5;635;1;A;2;anthyllis;21,9;2,48;;;;;;;
2;5;636;0;D;2;dorycnium;24,4;2,17;;;;;;;
2;5;637;1;D;2;dorycnium;33,6;2,55;;;;;;;
2;5;638;1;P;2;pistachia;29;5,55;1;;;;;;
2;6;481;0;M;2;pistachia;23;3,41;2;;;;;;
2;6;482;1;D;2;dorycnium;16;2,43;;;;;;;
2;6;483;0;D;2;dorycnium;28,8;2,6;;;;;;;
2;6;484;1;M;2;dorycnium;28,8;2,31;;;;;;;
2;6;485;1;A;2;anthyllis;20,4;2,45;;;;;;;
2;6;486;0;M;2;;19,6;2,09;;;;;;;
2;6;487;0;A;2;anthyllis;15,5;1,51;;;;;;;
2;6;488;1;A;2;anthyllis;18,1;2,61;;;;;;;
2;6;489;0;A;2;anthyllis;27,2;3,16;;1;;;;;
2;6;490;0;D;2;dorycnium;31,4;2,64;;;;;;;
2;6;491;1;D;2;dorycnium;23,5;1,74;;;;;;;
2;6;494;0;A;2;anthyllis;19,8;2,4;;;;;;;
2;6;495;1;A;2;anthyllis;19,5;2,41;;;;;;;
2;6;502;1;P;2;pistachia;17,6;2,65;;;;;;;
2;6;503;0;P;2;pistachia;24,5;3,31;;;;;;;
2;6;504;1;P;2;pistachia;26;4,49;;;;;;;
2;6;505;0;P;2;pistachia;28,6;3,63;1;;;;;;
2;6;506;1;D;2;dorycnium;30,7;3,9;;;;;;;
2;6;507;1;D;2;dorycnium;25,4;2,45;;;;;;;
2;6;508;0;D;2;dorycnium;23,3;2,05;;;;;;;
2;6;509;0;M;2;pistachia;25,8;3,4;2;;;;;;
2;6;510;1;M;2;pistachia;24;3,61;1;;;;;;
2;6;511;0;M;2;anthyllis;28,5;3,76;;1;;;;;
2;6;512;1;M;2;dorycnium;24,2;2,73;;;;;;;
2;6;513;0;P;2;pistachia;13,9;2,05;;;;;;;
2;6;514;1;D;2;dorycnium;28,5;1,99;;;;;;;
2;6;515;0;D;2;dorycnium;34,9;3,53;;;;;;;
2;6;516;1;P;2;pistachia;25;4,88;;;;;;;
2;6;517;1;A;2;anthyllis;23;1,71;;;;;;;
2;6;518;0;A;2;anthyllis;22,7;1,78;;;;;;;
2;6;519;1;M;2;dorycnium;30,7;3,14;;;;;;;
2;6;520;0;D;2;dorycnium;29,2;2,52;;;;;;;
2;6;521;1;P;2;pistachia;25,4;4,63;1;;;;;;
2;6;522;0;P;2;pistachia;31;4,02;;;;;;;
2;6;523;1;P;2;pistachia;27,2;4,86;;;;;;;
2;6;524;0;P;2;pistachia;30,2;4,16;1;;;;;;
2;6;525;0;P;2;pistachia;25,5;3,89;1;;;;;;
2;6;528;1;P;2;pistachia;26;3,99;;;;;;;
2;6;535;0;P;2;pistachia;19,2;4,43;;;;;;;
2;6;536;1;P;2;pistachia;21,6;3,86;;;;;;;
2;6;537;1;A;2;anthyllis;20;2,31;1;;;;;;
2;6;538;0;A;2;anthyllis;13,2;2,85;;;;;;;
2;6;539;1;A;2;anthyllis;18,5;1,52;;;;;;;
2;6;540;0;A;2;anthyllis;18,4;1,92;;1;;;;;
2;6;541;1;D;2;dorycnium;21,4;2,13;;;;;;;
2;6;542;0;M;2;pistachia;14,7;1,7;1;;;;;;
2;6;543;0;D;2;dorycnium;32,4;3,19;;;;;;;
2;6;544;1;D;2;dorycnium;25,6;1,99;;;;;;;
2;6;549;1;D;2;dorycnium;11;2,47;;;;;;;
2;6;550;0;D;2;dorycnium;27;2,55;;;;;;;
2;6;551;0;M;2;dorycnium;28;2,64;2;;;;;;
2;6;552;1;M;2;dorycnium;21,5;2,48;;;;;;;
2;6;555;1;A;2;anthyllis;27;2,81;;1;;;;;
2;6;556;0;A;2;anthyllis;22;2,86;;1;;;;;
2;6;557;1;M;2;anthyllis;11,5;2,45;;;;;;;
2;6;558;0;M;2;pistachia;22;3,64;2;;;;;;
2;6;559;1;A;2;anthyllis;14,4;2;;;;;;;
2;6;560;0;A;2;anthyllis;17,7;2,04;;;;;;;
2;7;641;0;A;2;anthyllis;13,2;1,21;;;;;;;
2;7;642;1;A;2;anthyllis;18,1;1,88;;;;;;;
2;7;644;0;D;2;dorycnium;32,5;2,34;;;;;;;
2;7;646;1;D;2;dorycnium;26,4;2,55;;;;;;;
2;7;648;0;D;2;dorycnium;20,4;1,59;;;;;;;
2;7;649;1;D;2;dorycnium;32,5;2,19;;;;;;;
2;7;656;0;M;2;pistachia;22,2;4,2;;;;;;;
2;7;657;1;M;2;dorycnium;28,1;3,55;;;;;;;
2;7;658;0;A;2;anthyllis;22,7;2,13;;;;;;;
2;7;659;1;A;2;anthyllis;21,5;2,74;;;;;;;
2;7;660;1;M;2;pistachia;24;4,93;;;;;;;
2;7;661;0;M;2;anthyllis;17,1;2,28;;;;;;;
2;7;662;1;M;2;dorycnium;32;3,27;;;;;;;
2;7;663;0;M;2;anthyllis;20,4;3,09;;;;;;;
2;7;668;1;D;2;dorycnium;30,5;3,2;;;;;;;
2;7;669;0;D;2;dorycnium;27,5;2,06;;;;;;;
2;7;670;0;A;2;anthyllis;23,4;2,36;;;;;;;
2;7;671;1;A;2;anthyllis;14,7;2,17;;;;;;;
2;7;672;0;M;2;dorycnium;32,4;2,32;;;;;;;
2;7;673;1;M;2;dorycnium;28;2,82;;;;;;;
2;7;674;1;D;2;dorycnium;31,9;2,11;;;;;;;
2;7;675;0;D;2;dorycnium;31,1;2,26;;;;;;;
2;7;684;1;A;2;dorycnium;29,2;2,73;;;;;;;
2;7;685;0;A;2;dorycnium;29,4;2,19;;;;;;;
2;7;692;1;P;2;pistachia;25,5;3,42;;;;;;;
2;7;691;0;P;2;pistachia;29,1;3,62;;;;;;;
2;7;694;1;D;2;dorycnium;25,7;2,87;;;;;;;
2;7;698;0;D;2;dorycnium;28,4;2,61;;;;;;;
2;7;700;0;P;2;pistachia;25,2;4,24;1;;;;;;
2;7;701;1;P;2;pistachia;27;3,53;1;;;;;;
2;7;722;0;P;2;pistachia;16,2;3,17;1;;;;;;
2;7;723;1;P;2;pistachia;15,5;3,5;;;;;;;
2;8;401;0;P;2;pistachia;22,6;3,2;;;;;;;
2;8;402;1;P;2;pistachia;21,9;3,06;;;;;;;
2;8;403;0;D;2;dorycnium;29,2;2,07;;;;;;;
2;8;405;1;D;2;dorycnium;29,5;2,39;;;;;;;
2;8;407;1;P;2;pistachia;25;2,96;;;;;;;
2;8;408;1;D;2;dorycnium;29,4;2,58;;;;;;;
2;8;409;1;D;2;dorycnium;40,8;3,63;;;;;;;
2;8;410;0;D;2;dorycnium;23,4;1,79;;;;;;;
2;8;412;0;D;2;dorycnium;22,8;2,94;;;;;;;
2;8;413;0;D;2;dorycnium;31,4;3,44;;;;;;;
2;8;414;1;D;2;dorycnium;27,3;2,94;;;;;;;
2;8;415;0;M;2;pistachia;23,8;4,04;;;;;;;
2;8;416;1;M;2;anthyllis;17,3;1,12;;;;;;;
2;8;417;0;M;2;anthyllis;16,2;2,18;;;;;;;
2;8;418;1;M;2;dorycnium;29,2;2,88;;;;;;;
2;8;419;0;P;2;pistachia;27,3;4,28;;;;;;;
2;8;420;1;A;2;anthyllis;29,6;2,87;;1;;;;;
2;8;421;0;A;2;anthyllis;36,1;3,62;;1;;;;;
2;8;424;0;A;2;anthyllis;18,6;1,76;;;;;;;
2;8;425;1;A;2;anthyllis;21,8;2,37;;1;;;;;
2;8;427;0;A;2;anthyllis;14,5;2,1;;;;;;;
2;8;428;1;A;2;anthyllis;30;2,35;;1;;;;;
2;8;429;0;M;2;anthyllis;22,1;2,52;;;;;;;
2;8;430;1;M;2;pistachia;23,6;3,44;;;;;;;
2;8;431;0;A;2;anthyllis;16,6;3,19;;;;;;;
2;8;432;0;M;2;dorycnium;27;2,09;;;;;;;
2;8;433;1;M;2;dorycnium;28,2;2,38;;;;;;;
2;8;434;1;A;2;anthyllis;24,1;2,06;;1;;;;;
2;8;435;0;D;2;dorycnium;26,6;3,09;;;;;;;
2;8;436;1;D;2;dorycnium;28,6;2,31;;;;;;;
2;8;437;0;P;2;pistachia;25,4;3,58;1;;;;;;
2;8;438;1;P;2;pistachia;26,6;3,88;;;;;;;
2;8;443;0;M;2;anthyllis;24,5;2,6;;;;;;;
2;8;444;0;P;2;pistachia;13,7;2,56;1;;;;;;
2;8;445;1;P;2;pistachia;25,7;4,64;;;;;;;
2;8;446;1;M;2;anthyllis;28,9;2,24;;;;;;;
2;8;449;0;D;2;dorycnium;27;2,67;;;;;;;
2;8;450;1;D;2;dorycnium;20,9;2,53;;;;;;;
2;8;451;0;A;2;anthyllis;19,6;2,15;;;;;;;
2;8;452;1;A;2;anthyllis;24,3;2,26;;1;;;;;
2;8;453;0;D;2;dorycnium;30,2;2,75;;;;;;;
2;8;454;1;D;2;dorycnium;25,6;1,97;;;;;;;
2;8;457;0;P;2;pistachia;16,5;2,78;1;;;;;;
2;8;458;1;P;2;pistachia;18,9;2,89;;;;;;;
2;8;459;1;P;2;pistachia;18;3,77;1;;;;;;
2;8;460;0;P;2;pistachia;17,6;2,36;2;;;;;;
2;8;461;1;A;2;anthyllis;20,3;2,8;;;;;;;
2;8;462;0;A;2;anthyllis;30;3,13;;;;;;;
2;8;463;0;P;2;pistachia;26,4;3,09;2;;;;;;
2;8;464;1;P;2;pistachia;25,5;2,5;;;;;;;
2;8;465;0;M;2;anthyllis;19,1;1,93;;;;;;;
2;8;466;1;M;2;anthyllis;14;1,54;;;;;;;
2;8;467;1;M;2;anthyllis;28,8;2,57;;1;;;;;
2;8;468;0;M;2;pistachia;17;1,93;2;;;;;;
2;8;469;0;P;2;pistachia;18,4;1,93;1;;;;;;
2;8;470;0;A;2;anthyllis;19,2;2,72;;;;;;;
2;8;471;1;A;2;anthyllis;17,7;1,82;;;;;;;
2;8;472;1;P;2;pistachia;18,5;2,35;;;;;;;
2;8;473;0;D;2;dorycnium;30,5;2,62;;;;;;;
2;8;474;1;D;2;dorycnium;24;2,42;;;;;;;
2;8;477;1;M;2;pistachia;26,2;2,75;;;;;;;
2;8;478;0;M;2;pistachia;20,7;2,51;1;;;;;;
2;8;479;0;A;2;anthyllis;20,3;2,53;;;;;;;
2;8;480;1;A;2;anthyllis;29;2,37;;;;;;;
3;9;881;0;A;2;anthyllis;18,8;2,69;;;;;;;
3;9;882;1;A;2;anthyllis;13,5;1,55;;;;;;;
3;9;885;0;A;2;anthyllis;18,2;2,45;;;;;;;
3;9;886;1;A;2;anthyllis;39;3;;1;;;;;
3;9;887;0;M;2;anthyllis;16;2,48;;;;;;;
3;9;888;1;M;2;pistachia;28,7;3,11;;;;;;;
3;9;889;1;P;2;pistachia;27,9;2,62;;;;;;;
