ter;plot;label;ms;com;ind;sp;height;diameter;state;flower;;;;;
2;5;592;0;P;3;pistachia;25,7;4,68;;;;;;;
2;5;593;0;D;3;dorycnium;28,6;1,76;;;;;;;
2;5;594;1;A;3;anthyllis;19;2,41;;;;;;;
2;5;595;0;A;3;anthyllis;31,4;2,77;;1;;;;;
2;5;596;1;M;3;dorycnium;27,5;3,06;;;;;;;
2;5;597;0;M;3;anthyllis;29,8;2,53;;1;;;;;
2;5;598;1;P;3;pistachia;17;2,23;1;;;;;;
2;5;599;0;P;3;pistachia;23,2;4,7;2;;;;;;
2;5;600;1;A;3;anthyllis;22,5;2,99;;;;;;;
2;5;601;0;P;3;pistachia;24,3;2,16;1;;;;;;
2;5;602;1;P;3;pistachia;24;3,73;;;;;;;
2;5;603;0;A;3;anthyllis;26,5;2,53;;;;;;;
2;5;607;0;D;3;dorycnium;32,7;2,73;;;;;;;
2;5;611;0;D;3;dorycnium;25,5;2,42;;;;;;;
2;5;612;1;D;3;dorycnium;34,5;2,45;;;;;;;
2;5;613;1;A;3;anthyllis;33,8;2,71;;1;;;;;
2;5;615;0;A;3;anthyllis;26;2,4;;1;;;;;
2;5;617;0;D;3;dorycnium;28,5;2,86;;;;;;;
2;5;618;1;D;3;dorycnium;36,1;2,6;;;;;;;
2;5;619;0;M;3;anthyllis;14,3;1,87;;;;;;;
2;5;620;1;M;3;pistachia;23,8;3,26;1;;;;;;
2;5;622;0;M;3;dorycnium;21,4;2,59;;;;;;;
2;5;623;1;M;3;dorycnium;34,3;3,73;;;;;;;
2;5;624;0;A;3;anthyllis;18,8;3,09;;;;;;;
2;5;625;1;A;3;anthyllis;23,9;2,78;;1;;;;;
2;5;626;1;P;3;pistachia;24,7;4,48;2;;;;;;
2;5;627;0;P;3;pistachia;26,3;3,09;2;;;;;;
2;5;628;0;D;3;dorycnium;25,5;3,53;;;;;;;
2;5;629;1;D;3;dorycnium;27,2;2,59;;;;;;;
2;5;630;1;D;3;dorycnium;26,8;2,27;;;;;;;
2;5;631;0;D;3;dorycnium;24,9;1,96;;;;;;;
2;5;632;1;A;3;anthyllis;10;2,5;;;;;;;
2;5;633;0;A;3;anthyllis;26,6;2,24;;1;;;;;
2;5;634;0;A;3;anthyllis;21,5;3,24;;;;;;;
2;5;635;1;A;3;anthyllis;30,9;2,65;;1;;;;;
2;5;636;0;D;3;dorycnium;23,6;2,56;;;;;;;
2;5;637;1;D;3;dorycnium;37;2,62;;;;;;;
2;5;638;1;P;3;pistachia;23,5;4,38;;;;;;;
2;6;481;0;M;3;anthyllis;;;3;;;;;;
2;6;482;1;D;3;dorycnium;31,9;1,87;;;;;;;
2;6;483;0;D;3;dorycnium;30,5;4,88;;;;;;;
2;6;484;1;M;3;anthyllis;6,6;1,62;2;;;;;;
2;6;485;1;A;3;anthyllis;9,1;2,27;;;;;;;
2;6;486;0;M;3;;28,6;4,94;;;;;;;
2;6;487;0;A;3;anthyllis;;;3;;;;;;
2;6;488;1;A;3;anthyllis;17,5;2,18;;;;;;;
2;6;489;0;A;3;anthyllis;20,4;2,5;;;;;;;
2;6;490;0;D;3;dorycnium;29;2,65;;;;;;;
2;6;491;1;D;3;dorycnium;25,8;1,55;;;;;;;
2;6;494;0;A;3;anthyllis;19,9;3,6;;;;;;;
2;6;495;1;A;3;anthyllis;22;2,38;;1;;;;;
2;6;502;1;P;3;pistachia;22,6;2,98;2;;;;;;
2;6;503;0;P;3;pistachia;13,8;2,76;1;;;;;;
2;6;504;1;P;3;pistachia;21;3,77;;;;;;;
2;6;505;0;P;3;pistachia;25,8;5,28;2;;;;;;
2;6;506;1;D;3;dorycnium;28,1;4,03;;;;;;;
2;6;507;1;D;3;dorycnium;26,8;2,73;;;;;;;
2;6;508;0;D;3;dorycnium;27,8;3,27;;;;;;;
2;6;509;0;M;3;dorycnium;25,9;2,59;;;;;;;
2;6;510;1;M;3;dorycnium;29,2;2,82;;;;;;;
2;6;511;0;M;3;pistachia;22,5;3,3;1;;;;;;
2;6;512;1;M;3;pistachia;21,8;3,07;1;;;;;;
2;6;513;0;P;3;pistachia;;;3;;;;;;
2;6;514;1;D;3;dorycnium;25,8;1,4;;;;;;;
2;6;515;0;D;3;dorycnium;29,7;3,29;;;;;;;
2;6;516;1;P;3;pistachia;25,8;4;2;;;;;;
2;6;517;1;A;3;anthyllis;;;3;;;;;;
2;6;518;0;A;3;anthyllis;11;1,99;;;;;;;
2;6;519;1;M;3;pistachia;23,5;2,68;;;;;;;
2;6;520;0;D;3;dorycnium;29,5;2,35;;;;;;;
2;6;521;1;P;3;pistachia;17,6;3,87;;;;;;;
2;6;522;0;P;3;pistachia;16,4;4,2;;;;;;;
2;6;523;1;P;3;pistachia;27,3;3,62;1;;;;;;
2;6;524;0;P;3;pistachia;21;3,24;;;;;;;
2;6;525;0;P;3;pistachia;23,4;4,88;2;;;;;;
2;6;528;1;P;3;pistachia;24;3,98;;;;;;;
2;6;535;0;P;3;pistachia;21,5;3,81;1;;;;;;
2;6;536;1;P;3;pistachia;26,7;3,8;1;;;;;;
2;6;537;1;A;3;anthyllis;18,4;2,37;;;;;;;
2;6;538;0;A;3;anthyllis;14,5;2,26;;;;;;;
2;6;539;1;A;3;anthyllis;15,4;1,36;;;;;;;
2;6;540;0;A;3;anthyllis;13,6;3,39;;;;;;;
2;6;541;1;D;3;dorycnium;29;2,77;;;;;;;
2;6;542;0;M;3;dorycnium;28,5;2,71;;;;;;;
2;6;543;0;D;3;dorycnium;27,2;1,6;;;;;;;
2;6;544;1;D;3;dorycnium;26,6;3,65;;;;;;;
2;6;549;1;D;3;dorycnium;26,9;2,36;;;;;;;
2;6;550;0;D;3;dorycnium;24;1,36;;;;;;;
2;6;551;0;M;3;anthyllis;18,2;3,72;;;;;;;
2;6;552;1;M;3;pistachia;14;2,38;;;;;;;
2;6;555;1;A;3;anthyllis;18,7;2,93;;;;;;;
2;6;556;0;A;3;anthyllis;13,1;2;;;;;;;
2;6;557;1;M;3;dorycnium;32;2,76;;;;;;;
2;6;558;0;M;3;dorycnium;28,5;2,59;;;;;;;
2;6;559;1;A;3;anthyllis;21,5;2,16;;1;;;;;
2;6;560;0;A;3;anthyllis;7,6;1,68;;;;;;;
2;7;641;0;A;3;anthyllis;5,9;1,07;;;;;;;
2;7;642;1;A;3;anthyllis;14,4;2,41;;;;;;;
2;7;644;0;D;3;dorycnium;23,8;2,9;;;;;;;
2;7;646;1;D;3;dorycnium;30,1;2,31;;;;;;;
2;7;648;0;D;3;dorycnium;27,8;2,26;;;;;;;
2;7;649;1;D;3;dorycnium;27,4;3,28;;;;;;;
2;7;656;0;M;3;anthyllis;17,2;1,62;;;;;;;
2;7;657;1;M;3;pistachia;22,6;2,68;;;;;;;
2;7;658;0;A;3;anthyllis;21,8;3,01;;;;;;;
2;7;659;1;A;3;anthyllis;14,8;4,8;;;;;;;
2;7;660;1;M;3;dorycnium;30,6;2,57;;;;;;;
2;7;661;0;M;3;pistachia;27,7;5,73;;;;;;;
2;7;662;1;M;3;anthyllis;21,8;2,62;;1;;;;;
2;7;663;0;M;3;dorycnium;26,2;1,92;1;;;;;;
2;7;668;1;D;3;dorycnium;17,1;3;;;;;;;
2;7;669;0;D;3;dorycnium;18,9;1,5;;;;;;;
2;7;670;0;A;3;anthyllis;22,2;2,45;;;;;;;
2;7;671;1;A;3;anthyllis;24,2;2,32;;;;;;;
2;7;672;0;M;3;pistachia;17,5;3,34;;;;;;;
2;7;673;1;M;3;pistachia;18,4;3,9;;;;;;;
2;7;674;1;D;3;dorycnium;31,3;2,99;;;;;;;
2;7;675;0;D;3;dorycnium;23,9;2,22;;;;;;;
2;7;684;1;A;3;dorycnium;29,5;2,87;;;;;;;
2;7;685;0;A;3;dorycnium;31,6;2,94;;;;;;;
2;7;692;1;P;3;pistachia;20,8;5,25;;;;;;;
2;7;691;0;P;3;pistachia;26,2;2,98;1;;;;;;
2;7;694;1;D;3;dorycnium;24,5;3,01;;;;;;;
2;7;698;0;D;3;dorycnium;28,7;3,85;;;;;;;
2;7;700;0;P;3;pistachia;21,6;4,48;1;;;;;;
2;7;701;1;P;3;pistachia;13,1;4,05;1;;;;;;
2;7;722;0;P;3;pistachia;18,4;2,73;2;;;;;;
2;7;723;1;P;3;pistachia;24,2;2,92;1;;;;;;
2;8;401;0;P;3;pistachia;21;3;;;;;;;
2;8;402;1;P;3;pistachia;22,8;3,83;;;;;;;
2;8;403;0;D;3;dorycnium;21,6;2,87;;;;;;;
2;8;405;1;D;3;dorycnium;30,8;3,17;;;;;;;
2;8;407;1;P;3;pistachia;26,5;4,01;;;;;;;
2;8;408;1;D;3;dorycnium;30,3;2,56;;;;;;;
2;8;409;1;D;3;dorycnium;30,9;2,83;;;;;;;
2;8;410;0;D;3;dorycnium;18,9;2,83;;;;;;;
2;8;412;0;D;3;dorycnium;27;3,14;;;;;;;
2;8;413;0;D;3;dorycnium;27,2;2,57;;;;;;;
2;8;414;1;D;3;dorycnium;30,1;2,65;;;;;;;
2;8;415;0;M;3;anthyllis;25,7;2,08;;1;;;;;
2;8;416;1;M;3;pistachia;23,3;3,4;;;;;;;
2;8;417;0;M;3;pistachia;17,9;3,54;1;;;;;;
2;8;418;1;M;3;anthyllis;37;2,78;;1;;;;;
2;8;419;0;P;3;pistachia;26,8;3,68;;;;;;;
2;8;420;1;A;3;anthyllis;12;2,59;;1;;;;;
2;8;421;0;A;3;anthyllis;18,7;2,18;;;;;;;
2;8;424;0;A;3;anthyllis;19,5;2,38;;;;;;;
2;8;425;1;A;3;anthyllis;14,9;2,22;;;;;;;
2;8;427;0;A;3;anthyllis;18,5;2,45;;;;;;;
2;8;428;1;A;3;anthyllis;18;2,28;;1;;;;;
2;8;429;0;M;3;pistachia;12,3;2,92;1;;;;;;
2;8;430;1;M;3;anthyllis;22,7;2,6;;;;;;;
2;8;431;0;A;3;anthyllis;26,1;2,13;;;;;;;
2;8;432;0;M;3;anthyllis;17;1,33;;;;;;;
2;8;433;1;M;3;pistachia;18,7;2,51;;;;;;;
2;8;434;1;A;3;anthyllis;;;3;;;;;;
2;8;435;0;D;3;dorycnium;24,1;2,46;;;;;;;
2;8;436;1;D;3;dorycnium;31,5;3,26;;;;;;;
2;8;437;0;P;3;pistachia;21,5;2,55;1;;;;;;
2;8;438;1;P;3;pistachia;25,3;3,27;;;;;;;
2;8;443;0;M;3;dorycnium;30,6;3,13;;;;;;;
2;8;444;0;P;3;pistachia;14;1,78;2;;;;;;
2;8;445;1;P;3;pistachia;23,7;4,88;;;;;;;
2;8;446;1;M;3;pistachia;17,8;2,06;1;;;;;;
2;8;449;0;D;3;dorycnium;26,8;2,97;;;;;;;
2;8;450;1;D;3;dorycnium;25,7;1,95;;;;;;;
2;8;451;0;A;3;anthyllis;23;2,07;2;1;;;;;
2;8;452;1;A;3;anthyllis;17,9;2,31;;;;;;;
2;8;453;0;D;3;dorycnium;25,4;1,98;;;;;;;
2;8;454;1;D;3;dorycnium;24,3;2,8;;;;;;;
2;8;457;0;P;3;pistachia;;;3;;;;;;
2;8;458;1;P;3;pistachia;18,2;3,65;1;;;;;;
2;8;459;1;P;3;pistachia;26;2,94;2;;;;;;
2;8;460;0;P;3;pistachia;23;2,77;1;;;;;;
2;8;461;1;A;3;anthyllis;20,4;2,14;;1;;;;;
2;8;462;0;A;3;anthyllis;16;2,52;;1;;;;;
2;8;463;0;P;3;pistachia;22,3;3,3;;;;;;;
2;8;464;1;P;3;pistachia;23,5;3,86;;;;;;;
2;8;465;0;M;3;dorycnium;28;1,95;;;;;;;
2;8;466;1;M;3;pistachia;14,9;1,98;1;;;;;;
2;8;467;1;M;3;pistachia;19,4;3,45;2;;;;;;
2;8;468;0;M;3;dorycnium;25;3,72;;;;;;;
2;8;469;0;P;3;pistachia;;;3;;;;;;
2;8;470;0;A;3;anthyllis;9,5;1,79;;1;;;;;
2;8;471;1;A;3;anthyllis;23,6;1,77;;;;;;;
2;8;472;1;P;3;pistachia;17,1;2,01;;;;;;;
2;8;473;0;D;3;dorycnium;29;2,6;;;;;;;
2;8;474;1;D;3;dorycnium;25,5;2,01;;;;;;;
2;8;477;1;M;3;anthyllis;20,5;1,85;2;;;;;;
2;8;478;0;M;3;anthyllis;26;1,98;;1;;;;;
2;8;479;0;A;3;anthyllis;20,7;2,24;;;;;;;
2;8;480;1;A;3;anthyllis;25,8;3,03;;;;;;;
3;9;881;0;A;3;anthyllis;18,6;1,59;;;;;;;
3;9;882;1;A;3;anthyllis;33,5;2,48;;;;;;;
3;9;885;0;A;3;anthyllis;33,5;2,22;;1;;;;;
3;9;886;1;A;3;anthyllis;23,2;3,01;;1;;;;;
3;9;887;0;M;3;dorycnium;25;2,4;;;;;;;
3;9;888;1;M;3;anthyllis;40,6;2,81;;1;;;;;
3;9;889;1;P;3;pistachia;24,3;2,58;;;;;;;
3;9;890;0;P;3;pistachia;19,8;4,44;1;;;;;;
3;9;891;0;M;3;anthyllis;25,3;1,92;;1;;;;;
3;9;892;1;M;3;anthyllis;19,4;2,3;;;;;;;
3;9;897;1;P;3;pistachia;14,8;3,45;;;;;;;
3;9;898;0;P;3;pistachia;14,6;3,36;1;;;;;;
3;9;899;0;P;3;pistachia;22,1;3,34;;;;;;;
3;9;900;1;P;3;pistachia;18,4;2,56;;;;;;;
3;9;1329;1;M;3;pistachia;27,5;4,01;;;;;;;
3;9;901;0;M;3;pistachia;18,9;2,54;1;;;;;;
3;9;905;0;D;3;dorycnium;37,1;3,81;;;;;;;
3;9;906;1;D;3;dorycnium;25,3;2,05;;;;;;;
3;9;907;0;A;3;anthyllis;17,2;2,16;;;;;;;
3;9;908;1;A;3;anthyllis;27;3,77;;;;;;;
3;9;912;1;M;3;anthyllis;13,5;1,34;;;;;;;
3;9;911;0;M;3;anthyllis;16,7;2,19;;;;;;;
3;9;914;1;D;3;dorycnium;37;2,74;;;;;;;
3;9;915;0;D;3;dorycnium;29;2,1;;;;;;;
3;9;916;1;D;3;dorycnium;28,4;1,99;;;;;;;
3;9;917;0;D;3;dorycnium;39;3,18;;;;;;;
3;9;918;0;A;3;anthyllis;21,4;2,21;;;;;;;
3;9;919;1;A;3;anthyllis;19,8;2,2;;;;;;;
3;9;920;0;D;3;dorycnium;25,5;2,55;;;;;;;
3;9;921;1;D;3;dorycnium;35,6;1,43;;;;;;;
3;9;922;1;A;3;anthyllis;14,5;1,66;;;;;;;
3;9;923;0;A;3;anthyllis;27,5;4,11;;1;;;;;
3;9;924;0;P;3;pistachia;22,3;2,98;;;;;;;
3;9;925;1;P;3;pistachia;23;2,48;;;;;;;
3;9;926;0;D;3;dorycnium;29,1;2,77;;;;;;;
3;9;927;1;D;3;dorycnium;34,4;2,05;;;;;;;
3;9;928;0;P;3;pistachia;18,1;2,69;;;;;;;
3;9;929;1;P;3;pistachia;26,4;3,32;;;;;;;
3;9;930;1;P;3;pistachia;17,5;3,21;;;;;;;
3;9;931;0;P;3;pistachia;31;4,94;1;;;;;;
3;9;932;1;D;3;dorycnium;34;2,71;;;;;;;
3;9;933;0;D;3;dorycnium;27;2,45;;;;;;;
3;9;934;0;D;3;dorycnium;15,5;1,4;;;;;;;
3;9;935;1;D;3;dorycnium;36,7;2,25;;;;;;;
3;9;936;0;P;3;pistachia;25,9;4,88;2;;;;;;
3;9;937;1;P;3;pistachia;23,5;4,34;;;;;;;
3;9;938;0;M;3;;14;1,92;;;;;;;
3;9;939;1;M;3;;31;3,18;;;;;;;
3;9;941;0;A;3;anthyllis;14,5;1,88;;;;;;;
3;9;942;1;A;3;anthyllis;22,5;1,93;;1;;;;;
3;9;943;0;P;3;pistachia;16,4;3,01;1;;;;;;
3;9;944;1;P;3;pistachia;9;2,57;;;;;;;
3;9;947;1;D;3;dorycnium;32,5;3,33;;;;;;;
3;9;948;0;D;3;dorycnium;35,4;2,63;;;;;;;
3;9;952;0;A;3;anthyllis;24,3;2,13;;;;;;;
3;9;953;1;A;3;anthyllis;;;3;;;;;;
3;9;956;1;M;3;dorycnium;34;2,1;;;;;;;
3;9;957;0;M;3;anthyllis;29,4;2,81;;1;;;;;
3;9;958;0;M;3;anthyllis;18,5;2,8;;;;;;;
3;9;959;1;M;3;pistachia;33,8;4,18;;;;;;;
3;10;1103;0;A;3;anthyllis;14,3;1,27;;;;;;;
3;10;1110;1;A;3;anthyllis;19,5;2,32;2;;;;;;
3;10;1113;0;A;3;anthyllis;;;3;;;;;;
3;10;1114;1;A;3;anthyllis;30,6;1,93;;;;;;;
3;10;1117;1;D;3;dorycnium;24,6;2,83;;;;;;;
3;10;1118;0;D;3;dorycnium;25,2;2,54;;;;;;;
3;10;1120;0;P;3;pistachia;17,5;3,41;;;;;;;
3;10;1121;1;P;3;pistachia;19,2;2,8;;;;;;;
3;10;1131;0;P;3;pistachia;17;3,51;;;;;;;
3;10;1077;1;P;3;pistachia;9,4;2,27;;;;;;;
3;10;1134;0;P;3;pistachia;30;4,01;1;;;;;;
3;10;1135;1;P;3;pistachia;30,5;4,44;;;;;;;
3;10;1137;0;M;3;dorycnium;25,3;2,82;;;;;;;
3;10;1138;1;M;3;anthyllis;17,8;2,21;;;;;;;
3;10;1139;0;M;3;dorycnium;29;2,35;;;;;;;
3;10;1140;1;M;3;anthyllis;20,8;1,72;;;;;;;
3;10;1143;0;P;3;pistachia;23,6;3,26;2;;;;;;
3;10;1144;1;P;3;pistachia;18,2;3,01;1;;;;;;
3;10;1145;1;D;3;dorycnium;31;3,11;;;;;;;
3;10;1146;0;D;3;dorycnium;29,6;3,55;;;;;;;
3;10;1148;1;M;3;pistachia;18;2,47;;;;;;;
3;10;1149;0;M;3;anthyllis;17,5;2,39;;;;;;;
3;10;1051;0;A;3;anthyllis;17;2,34;;;;;;;
3;10;1052;1;A;3;anthyllis;19;2,18;;;;;;;
3;10;1059;1;D;3;dorycnium;33,5;2,34;;;;;;;
3;10;1060;0;D;3;dorycnium;31,7;2,64;;;;;;;
3;10;1064;1;M;3;anthyllis;18,5;1,71;;;;;;;
3;10;1067;0;D;3;dorycnium;30,6;2,01;;;;;;;
3;10;1068;1;D;3;dorycnium;20,2;1,45;;;;;;;
3;10;1071;1;P;3;pistachia;10,4;2,91;;;;;;;
3;10;1072;0;P;3;pistachia;24,4;3,11;;;;;;;
3;11;1022;0;M;3;pistachia;35,9;4,33;;;;;;;
3;11;1023;1;M;3;dorycnium;27,3;1,9;;;;;;;
3;11;1026;0;P;3;pistachia;32,5;4,34;;;;;;;
3;11;1027;1;P;3;pistachia;22,5;3,13;;;;;;;
3;11;1029;1;D;3;dorycnium;40,1;4,42;;;;;;;
3;11;1030;0;D;3;dorycnium;34;3,24;;;;;;;
3;11;1031;0;P;3;pistachia;14,6;3,07;;;;;;;
3;11;1032;1;P;3;pistachia;23,6;3,44;1;;;;;;
3;11;1033;0;D;3;dorycnium;32,6;3,01;;;;;;;
3;11;1034;1;D;3;dorycnium;40,1;2,33;;;;;;;
3;11;1035;0;D;3;dorycnium;33,9;2,54;;;;;;;
3;11;1037;0;P;3;pistachia;37;3,59;;;;;;;
3;11;1038;1;D;3;dorycnium;34,5;3,95;;;;;;;
3;11;1039;1;P;3;pistachia;39,3;3,87;1;;;;;;
3;11;1040;0;M;3;pistachia;18,4;3,04;1;;;;;;
3;11;1041;0;P;3;pistachia;24,4;3,92;;;;;;;
3;11;1042;1;P;3;pistachia;17,5;3,58;;;;;;;
3;11;1043;0;M;3;anthyllis;20;2,19;;;;;;;
3;11;1044;1;M;3;dorycnium;32,2;2,96;1;;;;;;
3;11;1045;1;D;3;dorycnium;25,5;2,4;;;;;;;
3;11;1046;0;D;3;dorycnium;16;3,04;2;;;;;;
3;11;1047;0;P;3;pistachia;24,5;4,1;;;;;;;
3;11;1048;1;P;3;pistachia;23,4;4,23;;;;;;;
3;11;1049;0;A;3;anthyllis;21,1;2,65;;;;;;;
3;11;1050;0;A;3;anthyllis;23,7;2,33;;;;;;;
3;11;1151;1;A;3;anthyllis;20,5;1,81;;;;;;;
3;11;1152;1;M;3;anthyllis;20,2;1,53;;;;;;;
3;11;1153;0;M;3;dorycnium;10;2,01;1;;;;;;
3;11;1154;1;M;3;pistachia;43,3;2,88;;;;;;;
3;11;1155;0;M;3;dorycnium;26;2,77;;;;;;;
3;11;1080;1;M;3;anthyllis;14,3;2,1;;;;;;;
3;11;1065;0;M;3;dorycnium;24,5;2,28;;;;;;;
3;11;1156;0;A;3;anthyllis;17,8;2,18;;;;;;;
3;11;1079;1;A;3;anthyllis;21,3;2,03;;;;;;;
3;11;1081;1;A;3;anthyllis;17,8;2,91;;;;;;;
3;11;1084;0;A;3;anthyllis;21,3;3,39;;1;;;;;
3;11;1085;1;A;3;anthyllis;25,8;2,11;;1;;;;;
3;11;1088;1;D;3;dorycnium;30,8;3,17;;;;;;;
3;11;1089;0;D;3;dorycnium;33,5;3,07;;;;;;;
3;11;1092;1;D;3;dorycnium;28,2;2,38;;;;;;;
3;11;1093;0;D;3;dorycnium;37,7;2,91;;;;;;;
3;11;1094;0;P;3;pistachia;32,4;3,97;1;;;;;;
3;11;1159;0;A;3;anthyllis;19;2,16;;;;;;;
3;11;1095;1;A;3;anthyllis;21,5;1,46;;;;;;;
3;11;1096;1;A;3;anthyllis;15,3;1,47;;;;;;;
3;11;1197;0;A;3;anthyllis;11,4;1,57;;;;;;;
3;11;1099;1;P;3;pistachia;21,2;2,36;;;;;;;
3;11;1100;0;P;3;pistachia;16,5;2,33;1;;;;;;
3;11;1001;0;D;3;dorycnium;29,5;3,94;;;;;;;
3;11;1002;1;D;3;dorycnium;27,5;2,54;;;;;;;
3;11;1003;1;P;3;pistachia;26,5;2,89;;;;;;;
3;11;1004;0;P;3;pistachia;26,2;3,56;;;;;;;
3;11;1005;1;D;3;dorycnium;24,2;1,14;;;;;;;
3;11;1006;1;A;3;anthyllis;19,3;2,01;;;;;;;
3;11;1007;0;A;3;anthyllis;20,2;1,76;;;;;;;
3;11;1009;0;D;3;dorycnium;28,7;2,51;;;;;;;
3;11;1010;0;A;3;anthyllis;16;2,51;;;;;;;
3;11;1012;0;M;3;anthyllis;28,4;2,55;;;;;;;
3;11;1013;1;M;3;anthyllis;17,9;1,6;;;;;;;
3;11;1014;0;M;3;pistachia;20,4;2,74;;;;;;;
3;11;1015;1;M;3;pistachia;29,1;1,75;;;;;;;
3;11;1016;1;A;3;anthyllis;;;3;;;;;;
3;11;1018;1;P;3;pistachia;21,6;3,2;;;;;;;
3;11;1019;1;D;3;dorycnium;29;2,48;;;;;;;
3;11;1021;0;D;3;dorycnium;28,7;2,71;;;;;;;
3;12;801;0;M;3;dorycnium;23,8;1,98;;;;;;;
3;12;802;1;M;3;anthyllis;37,8;3,04;;;;;;;
3;12;803;0;A;3;anthyllis;;;3;;;;;;
3;12;804;0;M;3;dorycnium;18,5;1,56;;;;;;;
3;12;805;1;A;3;anthyllis;28,7;1,55;;;;;;;
3;12;806;1;M;3;anthyllis;17;1,52;;;;;;;
3;12;808;1;M;3;dorycnium;32,5;3,55;;;;;;;
3;12;809;0;M;3;dorycnium;32;2,68;;;;;;;
3;12;810;1;D;3;dorycnium;25,5;1,94;;;;;;;
3;12;811;0;D;3;dorycnium;23,1;3,13;;;;;;;
3;12;814;0;P;3;pistachia;35,7;4,07;;;;;;;
3;12;815;1;P;3;pistachia;28,2;4,63;;;;;;;
3;12;816;0;D;3;dorycnium;32,7;2,48;;;;;;;
3;12;817;1;D;3;dorycnium;32,3;3,88;;;;;;;
3;12;818;0;M;3;pistachia;19,5;2,6;1;;;;;;
3;12;819;1;M;3;dorycnium;26,7;3,85;;;;;;;
3;12;820;1;A;3;anthyllis;19,5;1,75;;1;;;;;
3;12;821;1;D;3;dorycnium;29,3;2,63;;;;;;;
3;12;822;0;A;3;anthyllis;14,5;1,65;;;;;;;
3;12;823;0;D;3;dorycnium;31,5;3,76;;;;;;;
3;12;824;1;P;3;pistachia;18,8;3,28;;;;;;;
3;12;825;0;P;3;pistachia;13,5;2,28;2;;;;;;
3;12;834;0;M;3;anthyllis;19,9;1,38;;;;;;;
3;12;835;1;M;3;pistachia;17,5;2,52;;;;;;;
3;12;836;0;P;3;pistachia;25,9;4,5;2;;;;;;
3;12;833;1;P;3;pistachia;18,2;2,76;1;;;;;;
3;12;837;0;P;3;pistachia;18,9;2,25;;;;;;;
3;12;838;1;P;3;pistachia;23,2;3,57;;;;;;;
3;12;839;0;A;3;anthyllis;15,2;1,58;2;;;;;;
3;12;842;1;P;3;pistachia;24,2;3,55;;;;;;;
3;12;843;0;P;3;pistachia;21;1,81;1;;;;;;
3;12;844;1;A;3;anthyllis;18,3;2,15;;;;;;;
3;12;845;0;A;3;anthyllis;19,5;1,29;2;;;;;;
3;12;846;1;A;3;anthyllis;7,7;0,99;2;;;;;;
3;12;847;0;D;3;dorycnium;31,5;3,46;;;;;;;
3;12;848;1;D;3;dorycnium;33,9;2,9;;;;;;;
3;12;849;0;D;3;dorycnium;30,9;2,23;;;;;;;
3;12;850;1;D;3;dorycnium;32,8;2,8;;;;;;;
3;12;851;1;M;3;anthyllis;12,5;1,8;2;;;;;;
3;12;852;0;M;3;dorycnium;34;3,64;;;;;;;
3;12;853;0;A;3;anthyllis;17;1,78;;;;;;;
3;12;854;0;A;3;anthyllis;;;3;;;;;;
3;12;855;1;A;3;anthyllis;13,7;1,7;2;;;;;;
3;12;856;0;D;3;dorycnium;35,8;2,55;;;;;;;
3;12;857;1;D;3;dorycnium;;;3;;;;;;
3;12;858;0;M;3;dorycnium;29,7;3,22;;;;;;;
3;12;859;1;M;3;anthyllis;29,8;2,68;;1;;;;;
3;12;860;1;A;3;anthyllis;11,7;1,28;;;;;;;
3;12;861;0;D;3;dorycnium;26,6;1,6;;;;;;;
3;12;862;1;D;3;dorycnium;26,6;3,59;;;;;;;
3;12;863;0;A;3;anthyllis;22,6;1,73;;;;;;;
3;12;864;0;D;3;dorycnium;30,3;3,14;;;;;;;
3;12;865;1;A;3;anthyllis;25;1,94;;;;;;;
3;12;866;1;D;3;dorycnium;31;2,69;;;;;;;
3;12;867;0;M;3;dorycnium;28,7;2,94;;;;;;;
3;12;868;1;M;3;anthyllis;23,5;2,56;;;;;;;
3;12;869;0;P;3;pistachia;23,5;4,32;1;;;;;;
3;12;870;0;A;3;anthyllis;20,5;2,27;;1;;;;;
3;12;871;1;A;3;anthyllis;;;3;;;;;;
3;12;874;1;P;3;pistachia;25,9;4,8;;;;;;;
3;12;875;0;P;3;pistachia;8,2;1,18;1;;;;;;
3;12;876;1;P;3;pistachia;22,6;3,67;;;;;;;
3;12;877;0;P;3;pistachia;31,8;4,75;2;;;;;;
4;13;360;1;A;3;anthyllis;14,2;2,02;;;;;;;
4;13;361;0;A;3;anthyllis;8,6;1,3;;;;;;;
4;13;362;0;A;3;anthyllis;18,2;1,8;;1;;;;;
4;13;363;1;P;3;pistachia;31,2;4,74;;;;;;;
4;13;364;0;P;3;pistachia;19,9;3,3;1;;;;;;
4;13;365;0;P;3;pistachia;27,4;3,02;2;;;;;;
4;13;366;1;D;3;dorycnium;27;3,14;;;;;;;
4;13;367;0;D;3;dorycnium;27,6;2,52;;;;;;;
4;13;368;1;D;3;dorycnium;30,8;2,37;;;;;;;
4;13;369;1;A;3;anthyllis;19;4,22;;1;;;;;
4;13;370;1;A;3;anthyllis;25,4;1,85;;;;;;;
4;13;371;0;A;3;anthyllis;26;2,52;;1;;;;;
4;13;372;0;A;3;anthyllis;22,5;1,53;;;;;;;
4;13;373;1;M;3;dorycnium;38;2,48;;;;;;;
4;13;374;1;P;3;pistachia;23,8;4,78;;;;;;;
4;13;375;1;M;3;pistachia;29,2;4,88;2;;;;;;
4;13;376;0;M;3;dorycnium;20;2,84;;;;;;;
